N,P,K,ph,crop
43,95,29,5.5,lentil
55,92,27,5.19,lentil
136,29,23,7.33,cotton
22,66,11,5.79,millet
106,34,30,5.16,rice
124,21,21,7.02,cotton
135,20,24,7.35,cotton
81,47,48,6.23,wheat
166,67,60,6.17,sugarcane
218,91,52,5.57,chickpea
104,31,37,5.18,rice
145,16,14,7.78,barley
167,62,60,6.1,sugarcane
87,46,47,6.19,wheat
31,73,12,5.87,millet
208,99,56,5.33,chickpea
81,46,48,6.18,wheat
102,35,35,5.03,rice
211,99,58,5.36,chickpea
183,72,39,7.11,soybean
167,67,65,6.2,sugarcane
23,62,19,5.51,millet
60,51,56,6.95,maize
173,67,69,6.3,sugarcane
135,29,24,7.29,cotton
60,50,50,6.79,maize
163,68,66,6.31,sugarcane
177,66,61,6.04,sugarcane
183,71,31,6.95,soybean
146,18,12,7.96,barley
127,28,26,7.47,cotton
63,51,55,6.98,maize
63,55,57,6.72,maize
195,72,34,6.85,soybean
87,43,40,6.11,wheat
30,63,19,5.78,millet
53,91,28,5.04,lentil
208,94,54,5.35,chickpea
89,45,45,6.48,wheat
140,19,16,7.52,barley
147,15,14,7.92,barley
50,81,26,5.4,lentil
84,45,41,6.29,wheat
63,51,58,6.78,maize
32,61,15,5.64,millet
164,61,61,6.38,sugarcane
67,50,50,6.59,maize
84,42,48,6.36,wheat
85,42,47,6.48,wheat
115,39,38,5.01,rice
143,10,12,7.99,barley
168,64,66,6.37,sugarcane
47,89,24,5.36,lentil
189,71,32,6.85,soybean
101,33,30,5.06,rice
169,60,62,6.33,sugarcane
138,23,28,7.13,cotton
208,98,50,5.21,chickpea
105,31,37,5.27,rice
178,68,62,6.01,sugarcane
115,31,35,5.46,rice
45,99,28,5.0,lentil
152,16,13,7.55,barley
28,61,10,5.98,millet
101,33,36,5.3,rice
132,22,25,7.31,cotton
197,79,36,6.84,soybean
128,27,22,7.3,cotton
134,22,27,7.14,cotton
102,39,32,5.38,rice
216,98,54,5.52,chickpea
133,23,24,7.35,cotton
167,61,60,6.28,sugarcane
154,15,17,7.62,barley
141,13,18,7.57,barley
150,11,10,7.61,barley
111,37,32,5.37,rice
49,85,21,5.13,lentil
52,91,27,5.34,lentil
164,61,64,6.02,sugarcane
69,54,50,6.91,maize
36,74,12,5.96,millet
78,59,59,6.76,maize
91,48,48,6.48,wheat
32,67,18,5.82,millet
92,46,44,6.42,wheat
87,40,41,6.4,wheat
217,99,59,5.59,chickpea
214,98,53,5.4,chickpea
77,52,57,6.61,maize
185,79,30,7.01,soybean
131,28,24,7.44,cotton
146,16,10,7.52,barley
63,50,52,6.53,maize
152,19,12,7.76,barley
126,29,22,7.03,cotton
55,86,21,5.04,lentil
43,89,29,5.43,lentil
151,16,17,7.67,barley
68,58,54,6.77,maize
147,12,17,7.68,barley
75,52,59,6.7,maize
51,91,26,5.37,lentil
28,62,18,5.64,millet
149,16,16,7.62,barley
175,69,60,6.27,sugarcane
202,98,59,5.52,chickpea
120,28,21,7.4,cotton
84,49,44,6.26,wheat
137,28,29,7.12,cotton
183,75,36,6.83,soybean
128,26,27,7.46,cotton
213,99,55,5.31,chickpea
60,59,54,6.89,maize
28,62,15,5.51,millet
140,12,19,7.73,barley
163,69,68,6.28,sugarcane
78,53,58,6.9,maize
179,65,68,6.24,sugarcane
35,74,13,5.63,millet
34,63,10,5.96,millet
116,38,36,5.41,rice
126,22,23,7.31,cotton
42,99,25,5.24,lentil
62,58,53,6.61,maize
132,27,25,7.32,cotton
173,68,67,6.34,sugarcane
197,79,32,7.11,soybean
133,22,24,7.14,cotton
70,56,57,6.74,maize
148,11,12,7.72,barley
126,29,26,7.14,cotton
40,99,24,5.25,lentil
32,64,10,5.75,millet
197,70,35,7.18,soybean
168,69,63,6.33,sugarcane
42,89,22,5.27,lentil
175,65,65,6.3,sugarcane
140,16,14,7.53,barley
151,13,12,7.79,barley
82,40,47,6.02,wheat
209,90,51,5.26,chickpea
208,96,51,5.31,chickpea
44,90,25,5.37,lentil
86,45,48,6.36,wheat
52,83,21,5.21,lentil
116,30,31,5.04,rice
73,51,55,6.93,maize
182,71,37,6.88,soybean
108,33,39,5.36,rice
140,19,10,7.55,barley
208,97,56,5.28,chickpea
59,89,25,5.36,lentil
163,66,61,6.15,sugarcane
119,34,39,5.38,rice
95,43,40,6.01,wheat
194,79,35,7.19,soybean
162,68,69,6.25,sugarcane
85,44,48,6.12,wheat
184,75,39,6.98,soybean
70,55,58,6.56,maize
95,40,46,6.13,wheat
215,93,50,5.46,chickpea
72,53,55,6.57,maize
176,67,67,6.36,sugarcane
33,71,13,5.51,millet
196,75,37,7.12,soybean
126,25,22,7.42,cotton
137,27,21,7.13,cotton
145,11,17,7.78,barley
154,18,12,7.85,barley
217,95,58,5.28,chickpea
191,73,34,6.93,soybean
136,23,23,7.38,cotton
71,50,52,6.65,maize
75,54,54,6.66,maize
180,75,33,6.94,soybean
178,62,63,6.1,sugarcane
69,56,53,6.8,maize
77,53,57,6.58,maize
110,32,30,5.36,rice
78,51,53,6.51,maize
176,64,61,6.09,sugarcane
194,75,33,6.92,soybean
35,65,17,5.67,millet
141,15,11,7.79,barley
218,96,56,5.55,chickpea
119,31,35,5.18,rice
42,85,25,5.34,lentil
78,51,58,6.72,maize
90,46,41,6.3,wheat
90,45,47,6.46,wheat
54,81,23,5.47,lentil
40,85,26,5.34,lentil
69,55,50,6.85,maize
85,47,49,6.12,wheat
95,49,40,6.48,wheat
177,60,62,6.34,sugarcane
154,10,16,7.91,barley
55,90,27,5.29,lentil
182,76,39,7.2,soybean
76,59,50,6.85,maize
129,27,25,7.35,cotton
92,41,47,6.37,wheat
197,76,39,6.87,soybean
25,78,14,5.6,millet
35,73,17,5.55,millet
108,37,31,5.08,rice
71,55,54,6.78,maize
77,57,54,6.54,maize
25,79,16,5.63,millet
192,72,35,7.04,soybean
96,49,46,6.42,wheat
173,67,63,6.13,sugarcane
206,98,55,5.52,chickpea
216,93,58,5.34,chickpea
110,32,35,5.26,rice
104,39,30,5.05,rice
139,29,29,7.35,cotton
105,35,32,5.44,rice
202,98,55,5.57,chickpea
50,80,26,5.28,lentil
142,10,18,7.82,barley
169,67,67,6.23,sugarcane
135,29,25,7.34,cotton
46,86,25,5.37,lentil
217,94,57,5.37,chickpea
82,49,45,6.08,wheat
212,90,59,5.51,chickpea
112,38,36,5.26,rice
67,58,57,6.75,maize
187,78,36,7.07,soybean
25,78,19,5.74,millet
36,70,10,5.87,millet
110,35,31,5.23,rice
63,51,59,6.78,maize
213,95,51,5.28,chickpea
55,95,29,5.02,lentil
59,85,26,5.5,lentil
67,56,51,6.95,maize
28,70,12,5.93,millet
159,15,18,7.74,barley
190,73,33,6.99,soybean
88,41,47,6.14,wheat
96,41,43,6.34,wheat
136,28,22,7.48,cotton
37,68,11,5.86,millet
155,17,19,7.55,barley
189,76,39,7.06,soybean
93,43,48,6.08,wheat
33,60,13,5.64,millet
217,90,54,5.47,chickpea
177,61,69,6.1,sugarcane
143,10,17,7.73,barley
142,12,12,7.6,barley
86,43,47,6.32,wheat
28,63,19,5.58,millet
129,28,29,7.39,cotton
120,25,28,7.08,cotton
66,54,53,6.68,maize
87,47,40,6.04,wheat
45,93,20,5.13,lentil
216,90,50,5.46,chickpea
204,93,57,5.32,chickpea
148,10,13,7.54,barley
105,35,32,5.31,rice
121,22,21,7.38,cotton
56,83,21,5.03,lentil
194,74,38,6.9,soybean
84,48,47,6.06,wheat
133,23,28,7.5,cotton
149,19,18,7.92,barley
61,53,52,6.53,maize
36,74,16,5.56,millet
93,45,41,6.14,wheat
105,39,38,5.35,rice
30,68,13,5.78,millet
20,72,19,5.56,millet
175,67,65,6.37,sugarcane
69,58,54,6.65,maize
98,47,41,6.05,wheat
55,83,22,5.48,lentil
66,52,56,6.63,maize
151,15,17,7.69,barley
62,52,59,6.75,maize
187,74,31,7.03,soybean
124,29,27,7.47,cotton
85,46,48,6.42,wheat
102,34,30,5.2,rice
124,22,29,7.26,cotton
193,77,36,6.83,soybean
44,94,29,5.23,lentil
160,66,65,6.31,sugarcane
41,97,24,5.36,lentil
141,15,18,7.79,barley
173,68,66,6.24,sugarcane
200,97,56,5.33,chickpea
137,23,21,7.14,cotton
28,62,15,5.69,millet
102,30,33,5.42,rice
125,29,28,7.07,cotton
116,35,30,5.29,rice
120,20,27,7.34,cotton
79,56,52,6.74,maize
61,51,51,6.66,maize
24,62,14,5.58,millet
23,77,13,5.76,millet
64,56,52,6.54,maize
99,49,48,6.35,wheat
165,69,62,6.05,sugarcane
205,90,51,5.31,chickpea
120,26,25,7.4,cotton
35,74,18,5.89,millet
66,52,55,6.55,maize
71,58,50,6.83,maize
166,66,66,6.25,sugarcane
119,33,31,5.12,rice
30,76,17,5.87,millet
91,46,46,6.46,wheat
90,45,49,6.03,wheat
186,77,33,7.18,soybean
30,65,19,5.89,millet
99,40,44,6.11,wheat
219,94,51,5.28,chickpea
27,71,15,5.94,millet
131,20,26,7.44,cotton
144,10,14,7.84,barley
100,30,33,5.17,rice
104,33,32,5.18,rice
66,53,51,6.72,maize
51,89,27,5.25,lentil
37,62,18,5.56,millet
193,73,30,6.9,soybean
46,82,26,5.23,lentil
57,83,23,5.05,lentil
53,89,29,5.12,lentil
27,73,16,5.82,millet
134,20,21,7.22,cotton
147,11,18,7.6,barley
38,69,15,5.76,millet
142,12,14,7.94,barley
104,37,31,5.42,rice
23,70,16,5.85,millet
210,92,55,5.31,chickpea
190,70,36,6.84,soybean
202,98,51,5.46,chickpea
111,35,30,5.05,rice
214,90,57,5.53,chickpea
88,46,46,6.16,wheat
214,91,51,5.35,chickpea
34,75,16,5.62,millet
173,63,61,6.07,sugarcane
110,39,32,5.01,rice
127,26,27,7.45,cotton
143,14,19,7.73,barley
156,18,15,7.68,barley
189,74,30,6.91,soybean
185,73,34,6.83,soybean
51,92,29,5.24,lentil
109,38,31,5.41,rice
200,91,55,5.38,chickpea
24,68,11,5.57,millet
84,42,44,6.49,wheat
116,37,32,5.41,rice
179,62,65,6.1,sugarcane
165,60,67,6.11,sugarcane
125,29,26,7.33,cotton
112,30,35,5.26,rice
191,78,31,6.82,soybean
68,51,56,6.64,maize
140,12,18,7.84,barley
23,69,14,5.67,millet
107,38,35,5.46,rice
179,61,66,6.17,sugarcane
179,63,62,6.08,sugarcane
40,90,28,5.26,lentil
62,52,53,6.65,maize
74,53,57,6.84,maize
42,95,26,5.0,lentil
29,79,18,5.85,millet
149,17,10,7.79,barley
196,79,35,7.16,soybean
94,46,40,6.42,wheat
132,24,20,7.38,cotton
126,29,23,7.17,cotton
207,98,56,5.33,chickpea
115,37,32,5.04,rice
34,71,18,5.54,millet
101,37,36,5.23,rice
182,71,35,7.17,soybean
86,40,49,6.49,wheat
145,10,14,7.56,barley
129,21,27,7.32,cotton
24,63,19,5.53,millet
201,96,58,5.25,chickpea
59,86,22,5.37,lentil
84,48,47,6.05,wheat
87,43,43,6.47,wheat
120,29,20,7.15,cotton
110,30,38,5.08,rice
152,10,18,7.52,barley
123,20,25,7.13,cotton
74,57,52,6.75,maize
33,66,19,5.74,millet
191,77,30,7.17,soybean
24,64,12,5.67,millet
20,62,15,5.68,millet
69,50,53,6.7,maize
161,62,67,6.36,sugarcane
200,97,55,5.44,chickpea
195,78,35,7.12,soybean
156,12,17,7.95,barley
93,47,46,6.46,wheat
174,64,67,6.17,sugarcane
81,42,49,6.21,wheat
40,88,27,5.42,lentil
162,69,60,6.31,sugarcane
137,21,21,7.01,cotton
50,89,27,5.07,lentil
64,56,58,6.9,maize
88,42,44,6.41,wheat
145,17,17,7.66,barley
59,80,20,5.12,lentil
58,85,22,5.44,lentil
27,75,18,5.68,millet
182,73,34,6.93,soybean
195,70,36,6.85,soybean
26,63,19,5.59,millet
182,76,35,6.99,soybean
195,78,39,7.08,soybean
124,21,24,7.25,cotton
34,77,10,5.85,millet
127,21,24,7.49,cotton
146,19,19,7.72,barley
54,85,28,5.11,lentil
29,76,13,5.72,millet
114,32,32,5.1,rice
110,30,30,5.34,rice
102,35,38,5.47,rice
182,71,32,7.08,soybean
126,20,20,7.46,cotton
189,75,33,6.99,soybean
59,92,21,5.32,lentil
183,75,38,7.12,soybean
133,24,24,7.46,cotton
121,20,24,7.49,cotton
151,13,17,7.95,barley
146,16,17,7.84,barley
65,51,53,6.54,maize
22,61,12,5.87,millet
28,63,13,5.72,millet
132,27,28,7.11,cotton
92,48,44,6.37,wheat
181,75,38,7.1,soybean
68,51,54,6.93,maize
67,55,58,6.76,maize
163,69,61,6.29,sugarcane
208,91,54,5.21,chickpea
94,46,45,6.41,wheat
181,71,39,6.95,soybean
199,78,37,7.13,soybean
87,42,47,6.04,wheat
73,57,58,6.57,maize
209,94,51,5.2,chickpea
126,25,29,7.11,cotton
60,56,57,6.92,maize
118,34,34,5.29,rice
119,36,38,5.15,rice
214,94,55,5.49,chickpea
122,28,29,7.08,cotton
50,83,29,5.14,lentil
120,24,21,7.07,cotton
144,17,15,7.71,barley
210,95,58,5.26,chickpea
150,18,13,7.71,barley
157,14,11,7.55,barley
24,75,13,5.98,millet
103,33,35,5.01,rice
149,19,18,7.67,barley
193,71,36,7.02,soybean
202,97,51,5.35,chickpea
99,42,46,6.0,wheat
205,98,55,5.25,chickpea
134,20,29,7.42,cotton
107,30,34,5.44,rice
38,73,10,5.53,millet
104,36,31,5.07,rice
130,26,27,7.15,cotton
193,77,35,7.06,soybean
115,38,32,5.06,rice
37,63,11,5.55,millet
39,74,14,5.96,millet
23,68,18,5.97,millet
127,26,29,7.35,cotton
188,76,34,7.18,soybean
131,28,28,7.16,cotton
180,73,31,7.14,soybean
38,62,12,5.71,millet
67,54,56,6.81,maize
188,79,38,7.14,soybean
21,77,15,6.0,millet
129,20,25,7.12,cotton
214,96,55,5.27,chickpea
25,66,18,5.85,millet
84,49,44,6.23,wheat
171,66,60,6.39,sugarcane
59,93,25,5.05,lentil
83,44,49,6.4,wheat
81,45,43,6.14,wheat
157,16,10,7.78,barley
200,97,58,5.22,chickpea
66,58,59,6.95,maize
156,15,12,7.53,barley
195,76,38,6.87,soybean
161,66,66,6.23,sugarcane
110,35,37,5.46,rice
32,66,11,5.61,millet
156,11,16,7.6,barley
103,31,31,5.4,rice
144,14,14,7.7,barley
199,72,36,6.89,soybean
200,95,51,5.59,chickpea
160,65,66,6.17,sugarcane
213,95,54,5.47,chickpea
78,55,56,6.67,maize
92,41,41,6.31,wheat
170,61,68,6.29,sugarcane
94,49,43,6.49,wheat
152,13,19,7.67,barley
35,67,11,5.66,millet
92,41,49,6.46,wheat
156,17,13,7.89,barley
79,51,50,6.95,maize
122,23,29,7.16,cotton
117,31,31,5.35,rice
71,50,57,6.62,maize
172,66,60,6.19,sugarcane
34,79,15,5.64,millet
57,86,23,5.38,lentil
154,18,13,7.61,barley
179,63,66,6.2,sugarcane
27,64,16,5.54,millet
99,42,44,6.25,wheat
170,69,64,6.32,sugarcane
142,14,13,7.86,barley
23,76,15,5.99,millet
112,30,32,5.1,rice
120,26,23,7.03,cotton
135,21,20,7.39,cotton
51,98,23,5.1,lentil
206,91,54,5.31,chickpea
70,57,50,6.97,maize
143,19,14,7.98,barley
75,52,59,6.59,maize
75,51,56,6.58,maize
134,25,21,7.23,cotton
43,99,29,5.33,lentil
168,62,64,6.09,sugarcane
162,63,64,6.37,sugarcane
109,31,38,5.13,rice
157,17,16,7.82,barley
160,60,66,6.3,sugarcane
149,14,16,7.97,barley
208,97,58,5.24,chickpea
132,20,23,7.26,cotton
68,58,58,6.85,maize
205,96,55,5.42,chickpea
140,14,13,7.88,barley
42,83,23,5.23,lentil
203,97,51,5.59,chickpea
162,61,62,6.34,sugarcane
212,97,53,5.45,chickpea
186,70,39,7.09,soybean
166,65,66,6.32,sugarcane
82,46,44,6.33,wheat
200,95,51,5.25,chickpea
65,56,58,6.62,maize
63,50,51,6.82,maize
68,56,58,6.87,maize
39,68,13,5.74,millet
77,59,52,6.73,maize
198,75,38,7.0,soybean
36,64,17,5.56,millet
148,15,19,7.63,barley
212,97,51,5.39,chickpea
117,32,34,5.48,rice
130,25,28,7.02,cotton
164,66,64,6.07,sugarcane
122,22,29,7.32,cotton
135,29,25,7.31,cotton
113,31,31,5.41,rice
42,99,24,5.11,lentil
166,63,66,6.01,sugarcane
155,17,12,7.76,barley
89,41,47,6.27,wheat
154,19,19,7.69,barley
141,13,11,7.89,barley
115,34,32,5.3,rice
63,51,54,6.96,maize
149,14,17,7.91,barley
124,21,23,7.03,cotton
23,75,19,5.74,millet
158,17,17,7.62,barley
168,60,62,6.18,sugarcane
39,64,13,5.68,millet
138,28,23,7.4,cotton
73,57,59,6.91,maize
52,98,24,5.23,lentil
51,88,23,5.07,lentil
103,30,36,5.39,rice
34,60,11,5.79,millet
41,97,27,5.01,lentil
73,59,52,6.85,maize
179,61,66,6.0,sugarcane
192,74,39,6.98,soybean
217,93,50,5.22,chickpea
124,23,28,7.35,cotton
51,90,28,5.06,lentil
128,29,21,7.26,cotton
102,30,34,5.46,rice
91,41,46,6.05,wheat
25,78,18,5.59,millet
207,90,52,5.26,chickpea
77,54,57,6.97,maize
176,60,66,6.08,sugarcane
95,46,44,6.05,wheat
122,26,26,7.09,cotton
105,38,33,5.02,rice
84,40,42,6.24,wheat
100,33,35,5.36,rice
166,66,61,6.27,sugarcane
26,71,19,5.91,millet
140,14,10,7.53,barley
106,36,35,5.01,rice
80,45,40,6.46,wheat
57,95,27,5.22,lentil
31,60,17,5.74,millet
88,46,48,6.2,wheat
82,45,49,6.46,wheat
126,28,27,7.1,cotton
183,75,36,7.19,soybean
194,73,31,7.15,soybean
119,30,37,5.02,rice
28,79,19,5.88,millet
118,34,31,5.36,rice
24,60,11,5.53,millet
27,73,11,5.88,millet
30,77,19,5.69,millet
121,24,24,7.07,cotton
121,26,21,7.32,cotton
70,54,51,6.83,maize
162,66,64,6.13,sugarcane
134,21,25,7.48,cotton
102,39,35,5.22,rice
38,77,18,5.79,millet
25,66,15,5.64,millet
55,94,28,5.13,lentil
117,30,35,5.48,rice
126,26,21,7.42,cotton
188,70,32,6.9,soybean
170,67,62,6.05,sugarcane
117,33,35,5.29,rice
98,45,44,6.12,wheat
217,93,53,5.55,chickpea
162,60,61,6.08,sugarcane
105,38,35,5.44,rice
21,72,12,5.55,millet
196,70,32,6.84,soybean
201,95,54,5.3,chickpea
44,92,26,5.08,lentil
209,97,52,5.55,chickpea
194,76,37,6.93,soybean
185,73,36,6.87,soybean
52,84,27,5.16,lentil
89,44,45,6.32,wheat
126,24,22,7.31,cotton
40,94,27,5.35,lentil
115,38,33,5.36,rice
51,93,22,5.27,lentil
87,45,49,6.4,wheat
120,23,23,7.47,cotton
214,92,57,5.56,chickpea
99,48,43,6.32,wheat
154,19,16,7.94,barley
23,75,16,5.85,millet
76,50,50,6.74,maize
147,17,18,7.86,barley
23,76,14,5.71,millet
208,92,50,5.22,chickpea
191,71,30,6.83,soybean
43,98,27,5.33,lentil
179,63,67,6.18,sugarcane
99,47,45,6.23,wheat
93,41,46,6.31,wheat
124,24,23,7.27,cotton
198,77,32,6.97,soybean
205,98,53,5.3,chickpea
193,76,30,7.07,soybean
128,20,26,7.09,cotton
134,21,29,7.12,cotton
72,54,50,6.67,maize
129,28,26,7.25,cotton
212,95,54,5.32,chickpea
170,63,65,6.19,sugarcane
89,49,47,6.16,wheat
208,93,57,5.4,chickpea
100,31,36,5.12,rice
31,64,15,5.98,millet
63,54,56,6.88,maize
76,52,52,6.7,maize
159,10,19,7.9,barley
76,57,58,6.97,maize
25,62,15,5.68,millet
67,59,55,6.83,maize
163,64,60,6.09,sugarcane
102,32,39,5.4,rice
158,17,17,7.58,barley
33,67,11,5.79,millet
206,91,56,5.2,chickpea
113,39,33,5.16,rice
71,58,53,6.56,maize
74,57,50,6.55,maize
156,13,13,7.54,barley
127,24,26,7.05,cotton
214,98,55,5.24,chickpea
152,12,15,7.55,barley
84,41,40,6.19,wheat
113,32,33,5.36,rice
166,65,65,6.02,sugarcane
135,23,22,7.48,cotton
164,64,68,6.3,sugarcane
189,71,35,6.99,soybean
119,35,34,5.45,rice
54,96,27,5.36,lentil
211,94,51,5.49,chickpea
184,74,31,7.12,soybean
201,96,59,5.57,chickpea
95,40,46,6.16,wheat
78,55,51,6.56,maize
63,58,53,6.82,maize
50,98,21,5.05,lentil
134,21,22,7.49,cotton
105,35,30,5.25,rice
107,33,31,5.21,rice
180,78,37,6.9,soybean
35,65,14,5.91,millet
94,43,43,6.38,wheat
114,38,32,5.29,rice
198,74,36,7.16,soybean
195,78,35,7.02,soybean
106,35,30,5.19,rice
159,15,14,7.99,barley
107,32,39,5.21,rice
28,60,17,5.82,millet
187,79,37,6.9,soybean
187,70,35,7.18,soybean
26,79,12,5.92,millet
119,36,31,5.36,rice
173,64,67,6.22,sugarcane
64,55,57,6.82,maize
49,92,20,5.13,lentil
215,92,56,5.51,chickpea
26,64,18,5.99,millet
100,33,37,5.28,rice
48,80,27,5.46,lentil
35,68,17,6.0,millet
209,99,54,5.23,chickpea
65,52,57,6.68,maize
159,16,16,7.92,barley
123,21,29,7.08,cotton
59,97,29,5.35,lentil
114,33,36,5.48,rice
107,31,35,5.24,rice
122,20,25,7.42,cotton
152,12,17,7.8,barley
98,48,49,6.05,wheat
157,19,11,7.66,barley
169,60,69,6.01,sugarcane
143,19,15,7.59,barley
148,14,11,7.67,barley
204,98,54,5.35,chickpea
163,66,67,6.15,sugarcane
68,55,59,6.84,maize
177,61,65,6.15,sugarcane
202,96,51,5.21,chickpea
45,81,27,5.36,lentil
203,98,51,5.4,chickpea
97,45,49,6.31,wheat
168,63,68,6.23,sugarcane
120,22,22,7.17,cotton
129,21,22,7.49,cotton
75,55,57,6.8,maize
32,76,18,5.51,millet
180,73,33,7.18,soybean
23,77,17,5.63,millet
71,53,52,6.75,maize
141,12,11,7.84,barley
152,14,19,7.71,barley
143,18,17,7.69,barley
44,83,21,5.1,lentil
53,95,23,5.33,lentil
142,15,16,7.79,barley
85,46,40,6.36,wheat
178,61,65,6.3,sugarcane
149,13,12,7.66,barley
137,25,28,7.24,cotton
76,52,58,6.81,maize
172,64,64,6.39,sugarcane
195,79,34,7.05,soybean
87,49,45,6.06,wheat
158,12,14,7.89,barley
139,29,28,7.11,cotton
200,91,56,5.28,chickpea
213,90,58,5.34,chickpea
128,26,27,7.08,cotton
166,68,68,6.12,sugarcane
27,62,11,5.7,millet
179,69,63,6.37,sugarcane
36,79,13,5.84,millet
54,85,24,5.14,lentil
52,92,24,5.35,lentil
139,22,24,7.2,cotton
47,87,20,5.07,lentil
204,97,53,5.49,chickpea
200,95,56,5.32,chickpea
131,29,29,7.07,cotton
127,25,27,7.49,cotton
149,14,19,7.81,barley
44,91,23,5.1,lentil
153,18,19,7.7,barley
194,71,37,7.07,soybean
91,46,42,6.42,wheat
51,88,22,5.02,lentil
193,76,38,7.13,soybean
173,69,65,6.23,sugarcane
195,78,36,7.17,soybean
88,44,45,6.21,wheat
51,83,24,5.13,lentil
215,99,50,5.38,chickpea
201,93,58,5.36,chickpea
65,54,54,6.76,maize
213,92,53,5.52,chickpea
62,50,51,6.79,maize
137,24,22,7.35,cotton
45,93,23,5.15,lentil
104,38,32,5.45,rice
39,63,12,5.76,millet
70,53,54,6.99,maize
46,81,26,5.08,lentil
75,51,50,6.66,maize
144,17,14,7.58,barley
40,88,26,5.28,lentil
36,63,13,5.65,millet
124,29,23,7.23,cotton
155,19,18,7.75,barley
145,11,19,7.56,barley
75,53,52,6.98,maize
214,91,51,5.23,chickpea
166,69,65,6.06,sugarcane
182,75,38,7.1,soybean
199,76,34,7.08,soybean
183,71,37,6.88,soybean
86,41,45,6.49,wheat
95,45,48,6.42,wheat
37,79,13,5.91,millet
183,73,37,6.93,soybean
63,50,57,6.74,maize
35,77,11,5.64,millet
97,46,48,6.34,wheat
33,63,15,5.93,millet
120,21,21,7.5,cotton
87,47,42,6.44,wheat
172,65,69,6.25,sugarcane
44,81,22,5.44,lentil
33,78,12,5.74,millet
94,44,43,6.27,wheat
37,75,11,5.65,millet
56,87,29,5.1,lentil
158,18,10,7.83,barley
146,11,12,7.97,barley
25,77,10,5.6,millet
122,24,23,7.14,cotton
137,28,24,7.44,cotton
205,99,56,5.45,chickpea
120,20,23,7.34,cotton
66,55,58,6.71,maize
20,62,18,5.98,millet
104,31,35,5.42,rice
48,85,29,5.35,lentil
160,68,68,6.21,sugarcane
65,58,58,6.91,maize
128,24,23,7.02,cotton
91,41,46,6.45,wheat
142,18,17,7.73,barley
121,23,20,7.34,cotton
204,94,58,5.55,chickpea
57,96,26,5.31,lentil
153,10,12,7.52,barley
94,49,42,6.32,wheat
100,33,30,5.3,rice
128,22,29,7.15,cotton
188,77,33,7.04,soybean
106,34,36,5.11,rice
102,32,30,5.22,rice
143,16,16,7.6,barley
73,56,53,6.77,maize
81,43,45,6.29,wheat
197,74,38,7.05,soybean
160,66,60,6.1,sugarcane
163,65,60,6.38,sugarcane
85,42,49,6.18,wheat
209,97,57,5.29,chickpea
22,63,11,5.94,millet
45,84,24,5.41,lentil
215,92,52,5.54,chickpea
64,55,56,6.93,maize
75,56,53,6.51,maize
73,57,51,6.61,maize
131,27,24,7.47,cotton
83,41,41,6.17,wheat
34,76,16,5.88,millet
88,42,43,6.36,wheat
58,92,25,5.1,lentil
48,91,25,5.36,lentil
38,61,17,5.72,millet
113,34,36,5.27,rice
31,64,14,5.83,millet
195,72,34,7.09,soybean
162,63,69,6.21,sugarcane
85,45,41,6.49,wheat
74,57,55,6.81,maize
167,65,63,6.03,sugarcane
143,11,14,7.68,barley
27,68,10,5.53,millet
21,78,18,5.86,millet
184,70,32,6.99,soybean
52,92,27,5.45,lentil
161,65,61,6.25,sugarcane
190,77,32,6.88,soybean
133,23,25,7.4,cotton
29,71,12,5.96,millet
100,34,36,5.43,rice
47,92,22,5.15,lentil
143,13,12,7.51,barley
173,69,67,6.01,sugarcane
70,50,54,6.8,maize
140,12,15,7.89,barley
203,91,56,5.45,chickpea
119,33,36,5.25,rice
184,78,38,6.88,soybean
22,73,14,5.84,millet
200,94,51,5.47,chickpea
24,75,17,5.52,millet
68,58,56,6.54,maize
59,95,25,5.02,lentil
192,77,38,6.84,soybean
54,89,20,5.06,lentil
29,62,16,5.79,millet
206,98,54,5.27,chickpea
197,79,35,7.07,soybean
86,47,45,6.12,wheat
90,47,45,6.0,wheat
55,88,22,5.41,lentil
129,24,26,7.49,cotton
152,15,13,7.95,barley
77,52,59,6.61,maize
65,50,55,6.7,maize
118,36,37,5.17,rice
97,46,48,6.09,wheat
164,65,63,6.16,sugarcane
96,46,40,6.01,wheat
159,18,18,7.85,barley
178,62,69,6.32,sugarcane
120,28,27,7.21,cotton
112,38,30,5.01,rice
95,41,43,6.21,wheat
84,41,47,6.39,wheat
74,52,55,6.61,maize
85,49,47,6.17,wheat
48,89,22,5.21,lentil
149,17,15,7.59,barley
211,92,55,5.25,chickpea
185,73,31,7.0,soybean
109,35,30,5.15,rice
117,39,33,5.06,rice
44,81,29,5.17,lentil
181,78,35,6.94,soybean
100,30,30,5.43,rice
192,74,36,6.91,soybean
20,63,12,5.69,millet
187,70,36,6.8,soybean
53,91,28,5.11,lentil
84,42,49,6.47,wheat
37,74,17,5.72,millet
218,97,54,5.29,chickpea
91,41,44,6.24,wheat
84,42,49,6.0,wheat
39,65,13,5.99,millet
37,61,17,5.96,millet
175,67,62,6.09,sugarcane
180,75,36,6.96,soybean
55,84,22,5.27,lentil
123,25,24,7.04,cotton
75,50,50,6.55,maize
163,68,64,6.38,sugarcane
115,35,37,5.09,rice
75,57,57,6.85,maize
168,64,63,6.31,sugarcane
203,90,59,5.29,chickpea
23,71,17,5.74,millet
